Store,Dept,Date,Weekly_Sales,IsHoliday
11,92,2011-10-28,71724.53,False
12,92,2011-01-14,23233.29,False
18,83,2010-05-28,786.46,False
44,90,2012-09-07,35480.0,True
24,81,2011-07-08,29798.5,False
10,30,2012-06-08,10686.32,False
15,46,2012-01-27,10240.98,False
16,7,2010-11-12,7715.97,False
15,10,2012-05-25,15046.28,False
34,41,2012-02-10,357.5,True
3,82,2012-06-15,8403.23,False
18,46,2010-03-05,27611.01,False
18,85,2012-07-13,2135.99,False
6,33,2011-10-28,6970.52,False
23,79,2012-02-03,34583.05,False
23,40,2011-02-04,54888.67,False
28,24,2012-06-01,6487.0,False
19,95,2010-04-30,103529.87,False
37,16,2010-12-17,1326.29,False
2,95,2010-04-30,138212.02,False
31,8,2012-01-06,23971.58,False
6,2,2011-12-09,54018.67,False
3,27,2012-06-01,398.78,False
24,71,2012-07-27,4815.01,False
39,32,2011-10-14,4792.16,False
43,38,2011-11-04,65454.85,False
23,8,2012-08-24,39112.37,False
25,91,2012-10-26,8770.7,False
26,80,2012-01-27,16694.4,False
33,67,2012-08-03,734.68,False
41,28,2012-03-23,386.95,False
34,49,2012-09-28,1511.59,False
44,13,2010-07-02,8319.4,False
31,12,2012-10-05,2314.63,False
13,8,2010-04-16,34749.52,False
34,28,2010-06-25,212.47,False
10,50,2011-08-12,4984.0,False
3,35,2011-04-01,1600.0,False
35,91,2012-02-17,6861.6,False
4,49,2011-08-05,8947.57,False
45,79,2011-09-09,14709.47,True
27,16,2012-10-12,4815.32,False
8,58,2011-02-11,2714.0,True
30,59,2010-10-08,105.88,False
41,2,2012-01-06,48610.03,False
36,7,2010-12-24,785.75,False
34,10,2012-09-21,16339.29,False
21,55,2011-10-28,7502.96,False
39,22,2010-07-30,13875.03,False
25,4,2012-09-07,20714.22,True
9,14,2011-02-11,6983.88,True
28,35,2011-10-14,2074.28,False
38,5,2012-05-04,284.84,False
5,38,2012-04-27,52160.34,False
31,30,2011-03-18,3824.94,False
38,81,2012-05-25,11115.82,False
44,52,2012-07-20,22.4,False
2,41,2011-09-16,2420.5,False
11,9,2012-04-20,20471.08,False
13,60,2010-07-23,783.2,False
5,92,2011-02-25,6572.93,False
32,40,2012-09-28,58580.21,False
43,11,2010-12-31,1215.59,True
31,87,2012-08-10,8698.31,False
45,97,2012-07-13,6646.29,False
14,92,2011-11-18,192681.31,False
45,71,2012-03-30,4021.71,False
41,87,2010-03-26,6673.51,False
17,54,2012-04-27,61.84,False
4,56,2012-07-06,2733.74,False
5,32,2012-05-25,2462.37,False
40,24,2011-08-05,4348.71,False
25,72,2010-02-19,54315.12,False
4,82,2010-03-26,17494.54,False
24,55,2010-10-08,13480.27,False
42,46,2010-02-26,6651.84,False
6,11,2010-06-11,28639.97,False
28,28,2010-06-18,381.12,False
11,3,2011-12-30,11443.94,True
18,80,2010-03-26,1.0,False
34,46,2011-03-11,18135.77,False
40,54,2012-06-01,28.92,False
6,6,2011-07-22,7380.84,False
25,42,2012-01-13,5698.0,False
11,19,2010-04-02,5.0,False
28,81,2011-06-24,20027.76,False
19,20,2012-03-23,5535.51,False
14,58,2011-08-19,9485.0,False
32,10,2010-09-17,22075.44,False
16,41,2012-06-01,1230.17,False
32,92,2010-12-10,112438.48,False
19,72,2010-11-05,59952.56,False
18,28,2010-09-03,872.04,False
3,14,2011-08-12,3226.98,False
5,13,2010-03-12,10599.28,False
34,4,2012-07-13,20541.37,False
31,16,2012-07-20,9725.45,False
23,5,2012-08-24,38672.44,False
18,50,2010-07-30,198.0,False
10,19,2010-07-23,2614.08,False
26,19,2011-03-25,1103.71,False
4,12,2012-05-25,9124.44,False
35,38,2011-02-18,36147.63,False
1,87,2012-04-27,43602.83,False
8,32,2011-11-25,7388.2,True
45,13,2010-07-23,27968.45,False
4,58,2012-09-21,3375.0,False
29,97,2011-10-21,1917.49,False
20,4,2010-09-17,49405.92,False
8,25,2011-07-29,6054.6,False
40,60,2011-01-21,52.8,False
6,71,2011-12-09,5325.94,False
16,24,2011-09-30,2471.29,False
28,79,2010-04-23,41391.55,False
38,93,2012-01-20,20442.86,False
19,38,2011-10-21,74036.43,False
22,72,2010-09-17,59513.56,False
39,6,2012-09-14,2464.06,False
17,80,2010-11-05,494.72,False
30,46,2010-11-19,6304.93,False
5,60,2011-04-22,158.4,False
6,27,2011-04-08,1532.52,False
33,12,2012-10-12,24.8,False
32,79,2010-05-21,15778.98,False
25,36,2012-10-12,1208.73,False
40,23,2011-05-27,14055.43,False
5,95,2011-06-10,20354.08,False
4,27,2011-11-11,3325.87,False
7,72,2010-06-18,31020.21,False
38,42,2012-10-05,110.72,False
23,10,2011-08-05,31302.16,False
4,94,2010-11-26,61327.08,True
17,38,2012-07-20,84537.03,False
8,80,2011-06-03,9354.64,False
45,7,2012-08-03,12785.66,False
5,2,2011-03-11,11547.79,False
35,94,2012-09-21,139.68,False
36,4,2011-01-21,11357.89,False
39,60,2012-01-27,364.4,False
12,85,2010-05-21,2625.05,False
24,94,2010-02-12,51021.4,True
40,16,2012-10-26,4343.71,False
8,37,2012-04-27,2175.55,False
29,81,2012-03-16,4746.58,False
5,91,2011-11-04,1347.17,False
6,83,2011-05-27,3949.15,False
6,18,2012-05-11,1.6,False
22,2,2011-02-11,51338.4,True
37,25,2011-01-07,45.25,False
23,41,2011-12-30,1091.25,True
29,38,2010-03-26,49085.04,False
25,95,2011-12-02,40247.25,False
45,33,2011-07-22,3910.36,False
21,38,2010-11-26,34624.21,True
42,11,2011-07-22,1103.33,False
13,93,2011-05-27,47508.32,False
30,42,2012-10-19,80.5,False
18,80,2011-09-23,46.38,False
3,6,2011-02-04,2303.1,False
4,28,2010-11-19,1430.25,False
21,12,2011-07-01,3385.82,False
17,80,2012-06-29,890.97,False
25,2,2012-07-06,39411.34,False
20,23,2012-02-10,41573.93,True
34,80,2010-04-30,9906.94,False
23,98,2012-08-10,-0.93,False
18,80,2010-11-26,56.97,True
25,33,2011-06-10,3236.59,False
21,35,2010-03-05,2551.0,False
16,85,2012-02-03,1932.04,False
37,10,2010-12-24,478.01,False
31,22,2012-08-31,8035.48,False
1,44,2012-08-31,5676.46,False
34,32,2011-02-25,4211.96,False
1,93,2012-08-31,71195.75,False
44,96,2011-02-11,2804.13,True
9,35,2010-07-09,1340.0,False
45,26,2010-09-17,8381.78,False
35,16,2011-08-05,7564.36,False
21,94,2012-08-31,108.24,False
5,67,2012-09-28,2454.76,False
17,3,2011-12-30,11495.34,True
13,31,2011-05-06,2747.64,False
9,34,2012-10-05,6730.69,False
23,97,2012-01-13,6036.82,False
23,16,2011-12-02,3920.43,False
12,98,2012-08-10,459.81,False
36,4,2010-05-28,11176.04,False
35,98,2010-06-25,13.43,False
17,9,2012-03-09,19163.87,False
4,25,2011-05-13,14831.21,False
39,54,2010-11-05,107.0,False
39,23,2011-01-07,13419.02,False
24,34,2011-09-02,13406.48,False
16,74,2012-06-15,8859.61,False
40,2,2011-12-23,49470.42,False
13,42,2010-04-23,8929.68,False
38,93,2012-04-27,17816.79,False
8,11,2010-08-20,19441.48,False
22,4,2012-05-11,31426.76,False
21,72,2010-05-14,41801.82,False
37,87,2012-01-20,1207.74,False
12,22,2012-07-06,10231.23,False
31,10,2010-09-10,24591.34,True
40,55,2011-09-30,6383.44,False
41,9,2012-02-03,15876.79,False
29,33,2011-05-27,4780.18,False
30,21,2010-07-16,2223.57,False
35,24,2011-10-14,7077.58,False
30,32,2011-06-10,10.0,False
32,33,2012-07-27,3362.94,False
45,95,2011-03-18,51970.12,False
4,36,2011-09-09,1658.72,True
42,3,2010-07-02,587.1,False
23,9,2012-03-23,45135.05,False
37,23,2011-08-12,26.28,False
7,95,2011-08-26,42111.51,False
6,22,2012-10-26,16646.6,False
38,23,2010-02-12,7.0,True
17,27,2012-09-07,1973.5,True
10,22,2011-09-23,20995.03,False
8,52,2012-02-10,1374.26,True
36,3,2012-07-20,743.64,False
39,42,2011-06-10,3092.7,False
29,30,2012-08-03,2840.94,False
43,16,2011-05-20,2754.87,False
8,28,2010-09-03,129.78,False
41,44,2012-01-06,4304.43,False
17,97,2011-02-25,6314.08,False
1,91,2011-12-16,65913.64,False
7,49,2012-02-10,50.49,True
10,59,2010-10-22,1146.89,False
11,21,2012-06-01,6459.69,False
8,6,2010-07-16,2252.09,False
38,85,2012-01-27,29.4,False
17,95,2011-05-13,50151.42,False
26,18,2012-08-31,172.04,False
10,1,2012-09-07,29426.33,True
19,49,2012-04-20,6698.46,False
38,34,2010-11-05,12.0,False
27,50,2011-09-09,2663.5,True
25,33,2012-07-06,2064.17,False
10,26,2012-04-20,15541.34,False
3,19,2012-06-22,510.86,False
37,23,2012-04-20,72.84,False
22,36,2010-03-19,2168.0,False
32,97,2011-03-04,16980.21,False
10,67,2012-06-01,10863.54,False
8,40,2011-01-21,43186.43,False
34,60,2012-02-10,96.8,True
39,16,2012-06-15,36008.51,False
44,82,2011-11-18,3474.04,False
8,40,2012-03-23,39198.93,False
25,25,2011-12-16,7205.67,False
30,12,2012-05-11,120.84,False
9,92,2010-11-05,14439.8,False
29,87,2010-02-05,8979.39,False
15,4,2010-09-17,13584.77,False
13,80,2011-10-14,17977.62,False
36,10,2011-09-16,239.69,False
2,18,2011-09-23,5256.94,False
43,17,2012-04-13,371.27,False
38,72,2011-05-06,131.34,False
11,90,2010-07-09,47282.66,False
39,34,2010-08-06,15976.99,False
15,93,2010-09-17,338.51,False
36,26,2011-02-18,106.75,False
21,98,2010-06-18,55.0,False
32,8,2012-08-03,24085.18,False
23,16,2012-02-17,4305.08,False
43,87,2012-02-24,98.24,False
13,24,2011-01-21,5560.97,False
39,5,2010-12-10,57470.01,False
3,74,2011-01-21,4082.09,False
30,9,2010-08-06,143.72,False
7,44,2010-12-24,6002.09,False
7,55,2010-02-05,6911.07,False
1,44,2011-03-18,3327.64,False
34,2,2010-11-12,34453.76,False
29,71,2010-10-29,2975.1,False
28,37,2010-11-26,1782.25,True
28,87,2011-12-02,13878.32,False
1,94,2012-08-31,62779.63,False
28,36,2011-01-28,393.0,False
29,79,2012-06-01,8750.59,False
39,11,2012-03-23,18448.86,False
3,31,2010-05-07,587.92,False
6,90,2012-09-28,47976.09,False
39,29,2011-07-29,5361.4,False
34,6,2010-08-27,2727.3,False
35,80,2010-07-09,12.96,False
30,67,2010-08-06,1066.8,False
19,44,2010-05-07,7172.71,False
26,97,2012-08-17,16414.45,False
28,96,2012-04-13,31240.72,False
11,72,2010-11-05,62849.75,False
17,52,2010-03-19,3861.8,False
39,12,2011-09-23,4299.5,False
17,83,2010-12-03,498.84,False
5,12,2010-05-21,2394.02,False
39,83,2012-08-17,5893.13,False
32,42,2010-03-05,6428.61,False
40,87,2011-07-01,22050.96,False
11,38,2011-03-11,72194.83,False
5,74,2010-10-29,3294.97,False
27,25,2012-07-27,9427.07,False
30,72,2010-09-03,52.58,False
26,96,2012-04-13,14367.99,False
43,17,2010-05-21,668.73,False
12,16,2011-05-20,9401.02,False
28,90,2010-08-06,79799.81,False
23,44,2010-09-17,8726.87,False
14,67,2010-08-20,10938.42,False
18,58,2012-09-07,1680.0,True
4,7,2011-12-30,76234.73,True
18,24,2010-08-20,17338.44,False
27,56,2010-12-10,6258.32,False
34,29,2010-04-30,1640.48,False
13,13,2011-12-02,43873.05,False
26,98,2010-03-19,8053.65,False
28,26,2012-09-14,7504.98,False
8,90,2011-01-28,35653.8,False
34,1,2010-04-23,13474.99,False
17,2,2012-07-13,44873.2,False
16,10,2011-05-27,11207.31,False
2,13,2011-04-29,41067.65,False
22,4,2012-03-23,31114.57,False
36,56,2011-12-30,10.41,True
27,38,2012-07-06,33284.19,False
41,33,2011-08-12,7198.73,False
5,92,2010-09-17,7103.77,False
28,28,2010-10-22,537.03,False
13,22,2012-09-07,19119.4,True
26,55,2010-12-10,21575.49,False
38,52,2010-06-11,27.75,False
38,79,2010-04-30,8527.84,False
36,98,2011-06-03,8657.66,False
40,54,2011-11-25,43.92,True
7,87,2011-10-28,11453.61,False
33,55,2010-11-05,57.92,False
44,56,2012-01-06,94.73,False
20,82,2012-03-30,29810.29,False
22,98,2011-09-23,128.92,False
42,60,2010-02-19,352.0,False
26,19,2011-10-28,1350.19,False
24,14,2010-11-19,21011.17,False
6,26,2012-04-20,8695.11,False
22,55,2012-08-10,5604.47,False
12,6,2010-05-07,6759.8,False
2,99,2012-02-10,1215.0,True
25,56,2010-04-09,7912.74,False
34,31,2012-03-16,689.25,False
43,2,2011-05-27,20831.05,False
38,10,2010-02-12,242.06,True
25,5,2011-10-14,10383.4,False
20,93,2010-09-10,57777.05,True
37,16,2011-10-28,1628.59,False
45,21,2010-05-28,4114.13,False
4,97,2010-07-09,40361.82,False
10,4,2012-04-06,53032.95,False
41,56,2012-09-14,2975.51,False
10,54,2011-12-02,224.56,False
18,18,2010-05-14,6.25,False
3,29,2010-07-30,1311.01,False
6,74,2010-11-05,20533.02,False
21,20,2011-10-21,3977.42,False
24,99,2012-08-17,0.02,False
15,41,2011-04-01,526.0,False
12,33,2010-05-21,9794.0,False
42,10,2012-07-20,427.6,False
18,2,2011-04-29,54055.43,False
24,25,2011-02-04,6906.67,False
43,11,2010-07-02,545.21,False
15,51,2011-03-04,1.5,False
18,79,2011-08-19,20470.03,False
11,74,2010-04-23,22324.32,False
10,25,2011-07-22,21709.2,False
19,12,2012-06-08,6875.75,False
43,18,2011-01-28,31.0,False
22,14,2010-04-02,18856.93,False
25,50,2010-08-27,2280.0,False
33,14,2010-10-01,876.96,False
21,1,2010-12-03,16814.37,False
5,60,2011-05-06,316.8,False
17,80,2011-02-25,929.71,False
28,41,2010-04-09,268.0,False
11,71,2012-06-01,10654.45,False
34,44,2012-01-13,2835.0,False
19,50,2011-06-10,814.0,False
34,93,2012-07-27,30543.96,False
31,3,2010-08-20,37136.23,False
16,67,2010-08-06,3233.18,False
19,2,2010-03-19,46815.76,False
44,38,2010-02-12,43004.37,True
1,24,2010-06-25,4590.68,False
30,91,2012-09-28,29472.26,False
28,24,2011-05-06,6426.82,False
19,46,2011-11-18,19342.8,False
14,80,2011-04-15,35148.72,False
19,59,2011-09-09,553.1,True
13,67,2011-07-22,11835.39,False
23,91,2012-03-30,23837.17,False
3,95,2010-06-04,18214.05,False
9,19,2012-10-26,1730.33,False
39,83,2012-04-13,6178.14,False
39,93,2011-12-02,37773.44,False
25,21,2012-05-04,4216.47,False
16,96,2011-05-06,28.88,False
25,11,2011-10-14,9076.13,False
42,31,2012-02-03,3.0,False
24,7,2010-04-16,21913.54,False
4,3,2012-03-16,11152.02,False
8,30,2010-10-22,2000.5,False
39,3,2012-03-23,12098.79,False
7,85,2010-04-09,1496.28,False
39,46,2011-12-23,55649.37,False
11,13,2010-05-28,40311.27,False
37,79,2011-06-10,7276.99,False
26,99,2012-10-05,390.0,False
19,31,2011-09-30,2673.3,False
8,37,2011-04-15,2534.44,False
7,26,2012-05-11,1145.9,False
27,46,2011-05-27,43256.94,False
34,56,2010-03-12,4493.64,False
1,3,2011-12-30,8848.44,True
11,93,2011-01-14,33226.89,False
20,11,2012-03-02,23594.01,False
26,40,2011-10-28,36433.05,False
15,36,2010-12-17,2166.0,False
36,79,2012-08-31,14071.22,False
16,35,2010-12-31,486.5,True
18,50,2011-04-01,504.0,False
31,16,2011-11-18,2993.91,False
16,24,2011-03-04,2731.07,False
10,1,2011-03-11,29924.64,False
34,18,2011-01-14,1023.01,False
10,37,2012-07-20,3310.87,False
5,4,2010-07-02,10374.12,False
40,23,2010-02-19,11852.54,False
12,71,2011-04-01,9153.33,False
2,40,2011-04-01,77820.37,False
39,80,2011-03-25,10625.94,False
24,80,2012-07-20,30947.45,False
28,4,2010-10-01,25498.4,False
39,33,2012-08-17,11549.49,False
12,52,2011-10-28,4203.36,False
11,25,2011-02-25,10140.02,False
45,33,2010-03-19,5215.97,False
45,46,2012-04-27,13424.89,False
3,28,2012-05-04,103.24,False
41,30,2011-04-08,2892.06,False
21,10,2010-04-16,12156.17,False
22,60,2012-03-02,576.0,False
14,83,2010-10-08,13048.97,False
7,6,2012-08-10,4889.44,False
37,32,2012-09-21,61.0,False
19,99,2011-03-04,830.0,False
29,20,2012-04-20,4047.66,False
41,38,2011-07-29,48962.41,False
25,13,2011-12-30,19173.85,True
42,13,2011-03-11,15679.36,False
18,67,2012-02-24,5526.28,False
5,20,2011-09-30,892.97,False
20,38,2012-02-24,122792.66,False
15,52,2012-09-21,851.05,False
42,16,2012-04-20,1088.97,False
21,10,2011-07-29,16906.15,False
19,14,2011-09-23,14653.55,False
39,72,2011-09-30,40845.73,False
28,87,2011-05-06,13315.13,False
12,92,2010-11-26,28309.09,True
38,42,2012-06-15,110.78,False
3,87,2010-07-09,586.14,False
1,59,2012-04-13,133.83,False
43,52,2011-07-01,55.38,False
43,40,2012-03-30,17720.99,False
5,29,2011-04-01,1499.11,False
40,96,2011-08-12,19773.17,False
20,60,2010-10-08,528.0,False
31,82,2011-04-22,15825.11,False
2,72,2011-12-16,100242.46,False
10,54,2011-10-07,2.58,False
27,74,2010-03-12,32350.02,False
1,1,2010-08-13,15536.4,False
39,56,2012-03-23,11406.46,False
19,41,2010-06-18,1332.92,False
29,92,2012-04-06,30082.74,False
7,81,2011-03-04,6698.94,False
45,38,2012-10-05,53700.57,False
2,40,2011-06-24,70365.28,False
15,55,2011-07-15,3800.61,False
1,9,2012-03-02,30503.3,False
13,83,2010-08-27,4203.31,False
16,85,2011-10-07,2405.26,False
23,98,2011-02-04,46.0,False
11,5,2012-01-13,30627.06,False
24,32,2011-12-09,8890.84,False
5,49,2012-10-19,24.0,False
21,5,2010-11-05,12896.14,False
9,1,2010-04-30,8723.98,False
39,59,2012-04-13,316.32,False
38,26,2011-09-02,2.0,False
25,8,2010-03-12,27848.15,False
38,28,2011-04-08,102.7,False
2,44,2010-07-09,5228.04,False
11,58,2012-01-27,2095.0,False
22,24,2012-03-02,5855.24,False
22,42,2010-05-28,8594.32,False
43,60,2010-07-16,448.8,False
45,95,2010-08-27,48388.1,False
42,79,2012-01-20,14688.61,False
12,46,2010-08-27,28230.4,False
30,96,2011-03-04,17379.96,False
42,98,2012-06-22,5495.96,False
11,10,2012-01-13,22329.29,False
30,38,2011-11-04,61577.33,False
8,92,2010-04-02,57613.48,False
10,72,2012-08-03,108755.78,False
18,10,2011-06-10,20080.76,False
13,52,2012-06-15,4299.73,False
22,42,2010-10-15,8631.22,False
23,71,2010-10-15,7068.14,False
25,41,2012-05-18,478.94,False
33,98,2012-07-13,6147.17,False
34,19,2010-12-03,102.0,False
26,81,2012-05-11,22156.47,False
13,13,2011-02-25,49661.03,False
35,14,2012-06-22,24349.94,False
12,18,2012-08-10,33.64,False
15,19,2011-03-25,1201.29,False
4,5,2010-05-07,36695.23,False
34,14,2011-02-11,11652.19,True
29,58,2010-04-16,960.0,False
44,40,2010-07-16,13968.52,False
43,98,2012-09-07,7967.91,True
30,32,2011-09-02,10.0,False
33,44,2010-10-01,1.0,False
14,34,2011-02-25,20156.94,False
17,30,2011-04-22,2736.98,False
8,21,2010-09-10,4764.3,True
1,98,2011-12-16,20732.04,False
1,91,2011-06-17,66982.05,False
19,23,2011-12-16,52817.69,False
34,42,2010-10-29,4647.97,False
10,7,2012-03-30,45081.04,False
20,31,2010-05-14,3196.36,False
17,58,2012-02-10,1275.0,True
26,49,2012-08-31,3188.81,False
24,49,2010-09-24,7557.51,False
3,21,2012-03-23,1377.28,False
4,29,2012-10-26,10045.1,False
18,59,2012-07-13,236.65,False
1,59,2012-04-20,214.51,False
1,11,2012-08-10,24145.93,False
13,12,2012-03-30,7488.64,False
43,7,2012-10-05,379.56,False
32,33,2011-01-07,2526.04,False
30,9,2010-02-26,53.89,False
20,52,2010-02-05,2860.91,False
32,93,2010-10-08,30034.96,False
31,93,2010-11-05,53557.29,False
35,74,2012-02-03,17276.06,False
12,8,2011-09-23,41749.17,False
13,85,2012-06-22,4332.25,False
39,74,2010-06-25,18141.84,False
23,46,2011-10-28,34081.17,False
20,1,2012-10-26,55623.24,False
21,30,2012-03-09,5284.32,False
12,11,2012-06-01,18098.64,False
43,4,2011-01-14,17359.84,False
21,54,2011-12-09,54.12,False
39,40,2011-08-26,57360.84,False
32,45,2011-11-18,5.97,False
26,4,2012-07-20,27334.06,False
40,34,2011-05-06,9015.56,False
17,67,2011-01-21,5348.81,False
12,3,2011-04-29,12372.81,False
24,36,2011-12-09,1655.78,False
2,13,2011-07-29,42661.18,False
22,58,2011-11-04,865.0,False
23,36,2010-02-12,1449.5,True
33,14,2011-08-26,865.39,False
31,71,2010-07-30,6877.12,False
6,72,2012-01-06,66531.81,False
10,6,2012-10-05,7463.37,False
12,24,2011-07-01,7139.39,False
21,10,2012-05-04,14917.21,False
2,56,2011-09-02,1119.69,False
23,50,2011-07-01,7130.0,False
12,94,2010-09-17,3.39,False
22,80,2011-10-07,2047.72,False
10,30,2012-04-20,10861.52,False
40,80,2011-02-25,16335.95,False
37,25,2012-05-18,143.27,False
16,23,2010-10-15,10764.87,False
9,9,2012-10-19,12813.42,False
7,97,2011-05-20,3518.67,False
5,96,2010-05-07,5096.02,False
14,94,2012-06-08,66083.54,False
4,83,2010-12-31,9087.62,True
29,8,2012-05-18,19962.55,False
32,97,2011-12-02,15427.38,False
10,3,2011-02-18,26434.36,False
15,29,2010-12-03,5504.0,False
16,55,2012-03-09,7078.56,False
33,41,2012-07-13,89.0,False
45,82,2012-10-12,12558.39,False
24,36,2011-08-12,492.0,False
32,54,2010-02-05,211.97,False
8,67,2011-04-22,5741.06,False
14,1,2012-02-10,37572.2,True
16,7,2010-02-26,8863.84,False
16,8,2011-12-16,15888.28,False
13,13,2011-02-18,48336.92,False
40,48,2010-06-25,254.0,False
26,42,2010-07-16,3159.57,False
18,81,2011-06-03,13354.62,False
44,10,2011-06-10,190.39,False
45,33,2012-08-17,5775.16,False
25,30,2010-03-19,2833.82,False
2,26,2011-10-14,8685.88,False
22,79,2011-09-30,17770.49,False
33,14,2010-09-24,989.02,False
21,6,2011-09-16,2791.95,False
4,55,2011-04-22,19338.82,False
35,41,2011-08-05,1590.0,False
31,92,2012-02-03,133295.07,False
23,10,2012-06-08,35329.25,False
5,5,2011-02-11,9577.92,True
20,5,2010-12-24,161908.72,False
34,1,2011-01-14,16283.05,False
6,79,2011-02-18,27594.34,False
32,80,2012-01-27,15217.6,False
24,26,2011-07-29,5758.21,False
19,51,2011-04-22,5.0,False
27,98,2010-02-12,14342.86,True
13,25,2011-01-21,9329.34,False
39,49,2010-11-19,6232.3,False
2,6,2010-04-23,6293.49,False
31,82,2012-01-27,18545.28,False
44,27,2011-07-15,4.97,False
25,81,2011-02-18,7126.6,False
7,48,2012-06-08,1421.0,False
17,25,2010-12-24,8211.92,False
7,18,2012-09-14,266.94,False
18,34,2011-05-27,25582.7,False
19,7,2012-06-08,25787.94,False
11,36,2011-05-20,4918.0,False
14,56,2011-06-10,8671.06,False
31,90,2012-06-01,83859.25,False
5,96,2011-11-04,5676.77,False
28,19,2012-03-23,1317.83,False
31,4,2012-05-11,34246.34,False
1,72,2011-09-09,38861.38,True
30,8,2011-10-14,10816.32,False
31,55,2012-08-17,4447.14,False
25,37,2011-07-22,2657.9,False
29,12,2010-10-22,2290.23,False
11,7,2011-10-28,37363.03,False
11,37,2010-07-30,3302.68,False
15,87,2011-04-29,8459.3,False
18,16,2012-01-27,3718.92,False
24,37,2012-03-09,3086.29,False
32,22,2011-07-15,6540.69,False
40,55,2012-10-12,6023.6,False
25,42,2011-12-02,4504.76,False
12,91,2010-12-24,5163.46,False
16,87,2010-10-29,7229.36,False
20,50,2011-11-18,2837.72,False
9,42,2012-03-02,3258.63,False
36,42,2012-02-10,127.77,True
45,40,2012-03-23,40605.08,False
7,52,2010-03-12,2027.47,False
2,34,2011-07-01,19968.31,False
24,33,2011-09-02,8682.39,False
23,31,2011-09-02,9418.37,False
42,3,2011-04-29,590.89,False
37,56,2011-10-14,58.33,False
4,21,2012-08-03,7179.84,False
34,83,2011-03-04,3920.55,False
29,6,2012-08-31,1032.59,False
5,34,2011-06-10,3890.91,False
4,25,2010-03-19,13583.5,False
17,80,2010-11-12,700.44,False
25,25,2010-08-13,6066.21,False
30,10,2010-10-15,101.44,False
45,81,2012-03-09,14866.13,False
40,9,2011-05-20,17765.79,False
19,38,2010-05-14,94927.58,False
25,81,2011-09-30,7736.17,False
16,40,2010-03-19,36986.62,False
37,46,2012-06-08,9510.84,False
23,58,2011-02-18,3142.0,False
35,29,2012-01-13,7113.38,False
36,79,2011-11-18,14406.76,False
45,12,2011-07-01,4092.62,False
12,33,2012-04-20,9721.03,False
25,29,2012-03-16,3137.71,False
7,20,2010-05-21,1693.12,False
1,40,2012-04-06,64686.95,False
26,98,2011-06-24,8269.6,False
16,56,2010-10-29,532.0,False
2,28,2011-03-18,712.19,False
26,28,2010-06-04,505.28,False
22,17,2010-06-18,14665.22,False
35,5,2012-06-08,21681.18,False
5,90,2012-10-19,3244.46,False
38,79,2011-02-25,9017.75,False
18,33,2010-03-05,9929.72,False
23,3,2011-01-21,20975.77,False
4,71,2010-03-26,6960.53,False
20,25,2011-07-15,15501.8,False
29,13,2012-03-09,18585.92,False
19,44,2012-10-05,8121.73,False
16,3,2010-08-13,15356.96,False
1,46,2010-11-05,18063.45,False
24,90,2011-03-18,66340.84,False
1,29,2010-03-19,5406.4,False
29,4,2011-01-07,13332.05,False
15,58,2010-05-28,687.0,False
9,19,2011-10-14,1297.99,False
27,79,2010-07-23,38173.2,False
4,83,2012-01-27,9474.99,False
18,49,2010-12-17,9354.89,False
45,81,2010-07-23,13703.31,False
44,8,2010-08-06,4844.84,False
7,52,2011-04-08,985.75,False
9,48,2012-03-30,722.0,False
23,33,2010-03-19,12246.2,False
6,80,2011-01-21,12216.74,False
38,60,2012-08-03,315.0,False
11,45,2011-01-21,10.47,False
23,20,2011-04-01,10353.44,False
26,71,2010-09-03,3729.26,False
35,11,2012-06-08,20810.22,False
17,67,2010-05-28,9659.44,False
19,49,2010-05-14,4428.16,False
13,46,2012-03-02,42791.03,False
5,85,2011-04-08,847.98,False
23,6,2011-02-25,4549.78,False
38,42,2011-03-18,112.67,False
26,40,2011-11-04,36825.13,False
19,74,2012-10-12,17806.34,False
25,94,2011-11-04,3151.72,False
34,27,2010-02-05,1064.5,False
6,74,2012-09-28,18462.07,False
41,94,2010-05-21,45864.12,False
2,87,2012-08-03,29204.26,False
13,33,2012-05-11,8515.49,False
25,98,2012-01-13,861.17,False
10,58,2011-08-12,3925.0,False
25,7,2011-05-13,11613.89,False
24,54,2011-11-11,48.04,False
42,81,2012-07-27,15711.28,False
38,44,2012-10-05,19.44,False
33,38,2012-04-27,19763.58,False
12,56,2012-01-20,341.94,False
27,85,2011-06-10,4636.5,False
1,30,2011-08-26,3336.7,False
9,77,2011-12-02,159.0,False
3,97,2011-04-08,276.82,False
45,13,2011-09-30,30290.75,False
43,96,2011-06-24,29154.91,False
42,1,2012-10-26,13237.19,False
2,59,2010-02-05,1563.1,False
39,22,2010-06-25,11553.85,False
13,93,2012-08-10,52372.35,False
7,58,2012-08-03,545.0,False
41,23,2010-12-24,48143.32,False
8,40,2011-02-11,44235.78,True
4,42,2012-06-01,9571.12,False
4,83,2011-10-28,7151.87,False
44,80,2012-06-22,5679.42,False
39,6,2010-11-12,3733.12,False
17,49,2012-07-20,59.85,False
23,74,2012-04-06,33113.3,False
22,35,2010-06-18,3747.0,False
35,22,2010-08-27,24134.68,False
25,16,2010-04-30,34684.8,False
3,85,2012-07-13,466.09,False
4,24,2011-10-21,12011.97,False
23,54,2011-11-11,57.16,False
19,52,2011-03-11,1353.99,False
2,90,2011-02-18,93696.04,False
41,10,2011-12-02,13303.42,False
